"","unidad","udad_anio","year","loc","sexo","edad","educ","nombre","jefe","desemp","size","tparcial","multiemp","privado","publico","cpsl","cpcl","profytec","oficina","manual","indust","comercio","sfinan","sperson","subemp","precario","ingreso","grupos_agnes_single_5","grupos_agnes_single_13","grupos_agnes_complete_10","grupos_agnes_complete_17","grupos_agnes_complete_3","grupos_agnes_complete_8","grupos_agnes_average_3","grupos_agnes_average_7","grupos_agnes_average_13","grupos_agnes_ward_3","grupos_agnes_ward_4","grupos_agnes_ward_5","grupos_agnes_sing_cl_10","grupos_agnes_mcl_9","grupos_agnes_mal_10"
"182","u19","IH112000",2000,"I","H","1","1","IH11",31.56,17.56,45.28,6.47,2.43,64.96,8.36,17.25,8.63,0,1.89,55.53,12.94,15.09,0.27,8.89,12.94,56.87,1.48,"1","1","8","9","1","1","1","1","9","1","1","5","8","2","8"
"183","u3","MH132000",2000,"M","H","1","3","MH13",26.4,19.96,21.56,23.9,12.99,71.17,14.03,3.12,8.31,33.77,31.95,9.87,10.13,18.18,30.13,1.04,12.21,7.27,3.28,"1","9","4","5","2","3","3","4","5","2","2","2","4","4","5"
"184","u18","MM332000",2000,"M","M","3","3","MM33",39.84,4.95,24.93,37.26,24.11,35.62,37.81,3.29,14.79,69.04,15.07,2.47,4.38,5.75,10.41,1.92,4.93,0.27,6.55,"3","6","6","7","2","5","3","6","8","3","4","4","6","7","7"
"185","u20","IH122000",2000,"I","H","1","2","IH12",25.24,13.86,40.16,5.84,4.3,67.32,11.37,7.79,11.48,2.46,8.2,46.93,17.62,23.26,1.84,8.81,10.66,34.94,1.8,"1","1","8","9","1","1","1","1","9","1","1","5","8","2","8"
"186","u2","MH122000",2000,"M","H","1","2","MH12",25.46,15.17,27.31,7.1,5.39,76.55,7.64,6.02,7.01,4.31,17.7,43.4,22.37,28.3,7.1,8.27,10.06,20.31,2.31,"1","1","8","9","1","1","1","1","9","1","1","5","8","2","8"
"187","u21","IH132000",2000,"I","H","1","3","IH13",18.39,20.69,33.33,27.54,7.25,47.83,30.43,4.35,10.14,28.99,20.29,7.25,1.45,26.09,11.59,4.35,8.7,11.59,2.55,"4","7","4","5","2","3","3","4","5","2","2","2","4","4","5"
"188","u15","MM232000",2000,"M","M","2","3","MM23",25.81,6.24,21.6,21.15,28.81,42.66,36.28,2.28,14.68,63.17,21.42,1.73,5.83,6.93,19.51,1.91,10.3,2.92,5.75,"3","6","6","7","2","5","3","6","8","3","4","4","6","7","7"
"189","u26","IH322000",2000,"I","H","3","2","IH32",90.65,6.68,47.24,11.66,6.95,33.74,21.88,9,25.36,5.11,13.29,31.08,15.75,12.27,6.95,7.16,5.32,8.59,3.15,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"190","u24","IH232000",2000,"I","H","2","3","IH23",80.65,2.15,37.91,11.54,32.97,38.46,26.92,3.3,23.08,46.7,14.29,6.59,4.95,10.44,17.03,2.2,3.85,3.3,5.28,"3","6","6","7","2","5","3","5","7","3","4","4","6","6","6"
"191","u4","MH212000",2000,"M","H","2","1","MH21",75.84,8.85,43.76,5.39,5.86,54.7,10.94,17.26,12.33,1.39,3.7,54.7,18.64,18.95,2.93,10.48,10.17,18.03,2.4,"1","1","8","9","1","1","1","1","1","1","1","1","8","1","1"
"192","u22","IH212000",2000,"I","H","2","1","IH21",77.64,6.62,44.35,5.17,4.21,48.28,18.1,15.71,15.33,0.57,2.01,49.9,13.03,11.59,0.77,6.8,8.33,22.99,2.24,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"193","u34","IM312000",2000,"I","M","3","1","IM31",39.32,9.61,71.46,39.76,8.07,56.89,12.01,4.92,22.83,1.97,3.74,12.2,12.01,17.72,0.39,40.75,6.89,35.43,1.6,"2","4","2","4","1","1","2","3","4","2","3","3","2","1","4"
"194","u13","MM212000",2000,"M","M","2","1","MM21",23.96,18.51,63.92,24.5,8.02,74.61,4.9,5.12,11.36,1.56,4.01,14.25,15.14,17.59,1.78,49.44,14.03,42.76,1.97,"2","4","5","6","3","4","2","3","4","2","3","3","5","5","4"
"195","u17","MM322000",2000,"M","M","3","2","MM32",40.03,10.83,50.88,27.99,6.69,45.77,18.31,7.22,17.25,12.5,25.35,8.63,12.32,22.36,8.1,20.25,7.04,7.75,2.91,"1","2","2","2","1","1","1","1","2","2","2","2","2","1","2"
"196","u30","IM132000",2000,"I","M","1","3","IM13",4.3,21.51,19.86,43.15,10.96,30.82,51.37,3.42,10.96,59.59,17.81,0.68,2.74,10.27,9.59,2.05,7.53,12.33,2.97,"4","7","7","8","2","6","3","6","8","2","2","2","7","4","7"
"197","u8","MH322000",2000,"M","H","3","2","MH32",88.43,6.02,36.81,10.68,7.66,40.95,20.23,9.92,14.45,5.53,19.22,24.5,18.47,19.1,10.3,8.17,4.77,3.39,4.51,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"198","u36","IM332000",2000,"I","M","3","3","IM33",28.44,1.83,24.3,49.53,16.82,28.04,43.93,2.8,13.08,64.49,8.41,0.93,1.87,10.28,4.67,0.93,2.8,0.93,4.81,"3","6","7","8","2","6","3","6","8","3","4","4","7","7","7"
"199","u28","IM112000",2000,"I","M","1","1","IM11",11.44,36.32,71.88,28.13,4.69,85.16,2.34,3.13,7.81,0,0.78,7.81,8.59,16.41,0.78,54.69,15.63,100,0.78,"2","4","5","6","3","4","2","3","6","2","3","3","5","5","4"
"200","u9","MH332000",2000,"M","H","3","3","MH33",90.71,2.14,33.33,16.06,27.98,31.63,27.98,5.11,19.46,50.36,9.98,3.16,9.25,9,23.6,0.73,6.08,1.95,9.77,"3","6","6","7","2","5","3","5","7","3","4","4","6","6","6"
"201","u14","MM222000",2000,"M","M","2","2","MM22",20.87,13.28,36.84,19.14,8.95,62.34,17.22,4.03,11.48,9.36,31.99,11.28,15.93,21.05,8.34,20.16,11.28,16.81,2.82,"1","2","3","3","1","2","1","1","2","2","2","2","3","4","2"
"202","u7","MH312000",2000,"M","H","3","1","MH31",89.46,6.62,48.19,15.77,3.04,46.74,13.17,17.95,15.92,1.88,7.09,37.48,13.46,22.29,5.07,13.75,7.53,10.56,2.82,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"203","u25","IH312000",2000,"I","H","3","1","IH31",88.82,5.88,52.37,11.88,3.63,38.47,18.43,16.52,21.45,1.21,4.73,38.67,12.39,13.19,1.71,8.36,6.45,13.49,2.34,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"204","u12","MM132000",2000,"M","M","1","3","MM13",12.18,20.54,23.17,30.3,12.12,69.88,17.83,3.03,7.84,41.53,35.47,3.03,8.2,16.93,23.17,3.39,15.51,6.42,2.93,"1","9","4","5","2","3","3","4","5","2","2","2","4","4","5"
"205","u11","MM122000",2000,"M","M","1","2","MM12",7.88,23.83,33.12,15.18,5.5,83.9,6.41,2.09,4.71,8.12,30.24,12.57,17.15,33.12,8.25,20.16,12.96,33.25,1.88,"1","3","3","3","1","2","2","2","3","2","2","2","3","2","3"
"206","u33","IM232000",2000,"I","M","2","3","IM23",16.07,4.59,21.12,31.82,23.8,24.33,56.95,1.07,12.83,68.45,13.9,1.07,4.55,5.61,9.89,1.07,6.95,4.01,4.5,"3","6","7","8","2","6","3","6","8","3","4","4","7","7","7"
"207","u16","MM312000",2000,"M","M","3","1","MM31",39.69,11.02,73.27,33.1,6.73,66.02,6.73,5.31,18.23,2.3,5.49,11.5,12.92,17.52,1.77,51.68,7.61,21.06,2.14,"2","4","2","4","1","1","2","3","4","2","3","3","2","1","4"
"208","u27","IH332000",2000,"I","H","3","3","IH33",92.86,4.76,32.5,20,21.25,22.5,33.75,2.5,22.5,53.75,10,3.75,3.75,5,8.75,1.25,1.25,1.25,6.51,"3","6","6","7","2","5","3","5","7","3","4","4","6","7","6"
"209","u6","MH232000",2000,"M","H","2","3","MH23",77.8,3.9,26.65,8.12,30.46,46.57,24.11,3.81,14.34,47.34,15.74,5.58,11.42,15.86,22.84,1.4,4.82,2.66,8.02,"3","6","6","7","2","5","3","5","7","3","4","4","6","6","6"
"210","u23","IH222000",2000,"I","H","2","2","IH22",77.88,3.9,37.98,4.95,9.96,41.98,24.79,10.27,16.8,4.12,10.34,39.7,16.49,17.5,3.17,6.53,6.98,11.73,3.05,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"211","u29","IM122000",2000,"I","M","1","2","IM12",5.75,24.71,47.02,18.93,4.58,76.18,6.72,2.29,10.69,6.56,23.36,8.7,10.08,31.6,5.8,24.43,11.6,48.4,1.27,"1","3","3","3","1","2","2","2","3","2","2","2","3","2","3"
"212","u5","MH222000",2000,"M","H","2","2","MH22",73.96,6.03,33.28,4.83,9.71,54.17,15.84,10.16,11.93,5.34,14.71,37.99,21.92,19.93,7.16,8.23,7.89,8.97,3.75,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"213","u1","MH112000",2000,"M","H","1","1","MH11",34.93,13.7,39.68,5.56,1.59,66.27,7.54,18.65,7.54,1.19,3.57,58.73,17.06,25.4,3.17,9.92,10.71,33.33,1.96,"1","1","8","9","1","1","1","1","9","1","1","5","8","2","8"
"214","u32","IM222000",2000,"I","M","2","2","IM22",18.59,11.52,49.81,23.1,7.51,54.18,18.35,4.28,17.02,8.94,19.01,9.7,11.5,23.67,4.47,21.2,9.51,26.52,2.07,"1","2","2","2","1","1","1","1","2","2","2","2","2","1","2"
"215","u31","IM212000",2000,"I","M","2","1","IM21",23.14,16.69,73.29,30.65,8.04,66.77,5.46,6.07,16.39,1.67,2.43,11.68,12.59,17.15,1.67,45.98,13.81,54.63,1.33,"2","4","5","6","3","4","2","3","4","2","3","3","5","5","4"
"216","u10","MM112000",2000,"M","M","1","1","MM11",8.59,38.65,56,28,2,88,4,2,6,2,5,10,11,16,1,56,14,87,1.21,"2","4","5","6","3","4","2","3","6","2","3","3","5","5","4"
"217","u3","MH132001",2001,"M","H","1","3","MH13",23.57,20.14,25.79,40.26,8.31,70.92,10.89,5.44,9.89,29.51,25.21,21.2,14.76,21.78,6.02,4.58,10.32,36.82,2.84,"1","2","3","10","1","2","2","2","3","2","2","2","3","8","2"
"218","u33","IM232001",2001,"I","M","2","3","IM23",18.97,7.23,35.53,35.18,17.68,35.01,40.55,3.81,17.33,48.18,18.02,7.11,8.67,10.05,2.43,15.94,18.89,26.17,3.83,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"219","u19","IH112001",2001,"I","H","1","1","IH11",37.12,14.14,49.12,30.59,2.94,70.29,6.47,12.35,9.12,1.76,0,52.35,17.65,13.82,0,0.59,6.76,67.06,1.47,"1","1","8","9","1","1","1","1","9","1","1","5","8","2","8"
"220","u14","MM222001",2001,"M","M","2","2","MM22",24.38,16.74,40.65,40.56,9.35,62.43,17.2,4.85,10.93,8.29,29.28,9.17,15.87,20.46,3.53,12.43,13.84,37.65,2.74,"1","2","3","10","1","2","2","2","3","2","2","2","3","8","2"
"221","u25","IH312001",2001,"I","H","3","1","IH31",90.66,7.1,57.7,18.53,3.87,36.96,17.38,18.01,21.26,1.99,3.87,54.03,11.31,20.84,0.1,1.15,9.42,32.98,1.95,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"222","u17","MM322001",2001,"M","M","3","2","MM32",40.72,8.93,53.02,27.74,7.17,47.92,16.6,7.36,18.49,8.11,24.72,11.89,16.42,18.87,1.13,13.21,12.45,25.09,3.07,"1","2","2","2","1","1","1","1","2","2","2","2","2","1","2"
"223","u4","MH212001",2001,"M","H","2","1","MH21",74.77,6.99,48.69,24.84,4.9,48.2,12.25,23.04,14.05,1.31,3.27,54.74,17.81,22.39,0.33,1.14,13.07,36.76,2.18,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"224","u23","IH222001",2001,"I","H","2","2","IH22",76.34,5.65,39.41,15.1,7.41,44.25,23.93,9.21,16.24,7.69,12.73,42.07,13.77,22.22,2.56,2.28,6.65,37.42,2.51,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"225","u1","MH112001",2001,"M","H","1","1","MH11",28.37,13.48,43.03,33.2,3.69,64.34,6.56,21.72,6.97,2.46,2.46,45.49,21.31,20.9,0,0.82,11.07,55.74,1.66,"1","1","9","13","1","7","1","1","10","1","1","5","9","9","8"
"226","u13","MM212001",2001,"M","M","2","1","MM21",21.45,23.09,64.3,58.87,9.93,72.81,7.09,8.27,8.51,0.47,4.02,10.64,12.06,15.6,0.24,9.46,19.62,59.1,2.22,"1","11","10","14","3","8","2","7","11","2","3","3","10","9","9"
"227","u26","IH322001",2001,"I","H","3","2","IH32",90.38,6.1,46.75,13.75,5.5,30,26.5,7.75,22.5,12.75,17.25,37.5,14.25,19.25,2,1.25,5.25,24,2.85,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"228","u34","IM312001",2001,"I","M","3","1","IM31",37.63,12.88,80.61,36.47,5.76,56.05,5.76,8.25,25.14,1.15,4.22,14.78,16.7,19.96,0,7.68,15.55,51.82,1.39,"1","11","9","15","1","7","2","7","11","2","3","3","9","9","9"
"229","u31","IM212001",2001,"I","M","2","1","IM21",20.58,18.85,76.06,47.7,5.85,68.62,4.79,5.5,16.31,1.06,3.55,10.11,13.12,16.67,0.53,6.56,17.38,65.25,1.33,"1","11","9","15","1","7","2","7","11","2","3","3","9","9","9"
"230","u20","IH122001",2001,"I","H","1","2","IH12",28.02,14.44,43.29,28.57,4.18,68.83,11.98,9.09,8.37,5.34,8.23,38.38,19.62,26.7,0.58,0.87,7.65,62.63,1.67,"1","1","3","16","1","2","2","2","3","1","1","5","3","2","8"
"231","u27","IH332001",2001,"I","H","3","3","IH33",92.53,6.76,56.87,17.56,14.12,27.86,17.56,9.92,32.44,20.99,7.25,50,19.08,20.23,1.91,4.96,6.11,21.76,2.84,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"232","u36","IM332001",2001,"I","M","3","3","IM33",35.42,6.25,39.44,27.22,15.56,26.11,42.78,3.33,21.67,53.33,8.89,5,6.11,14.44,0.56,10,8.33,17.22,3.91,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"233","u28","IM112001",2001,"I","M","1","1","IM11",7.22,32.78,70.25,76.03,4.13,79.34,0.83,9.92,7.44,0,4.13,9.92,10.74,15.7,0.83,0.83,16.53,76.86,1.17,"1","11","10","14","3","8","2","7","12","2","3","3","10","9","9"
"234","u8","MH322001",2001,"M","H","3","2","MH32",87.71,5.44,41.45,18.26,7.4,42.43,17.43,9.21,15.46,13.98,21.38,32.07,18.09,21.22,7.07,1.97,8.55,17.76,4.54,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"235","u6","MH232001",2001,"M","H","2","3","MH23",76.98,4.19,32.63,20.37,23.04,45.03,21.85,7.19,15.5,38.76,11.63,25.02,15.08,16.14,5.71,8.1,8.03,20.93,5.23,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"236","u16","MM312001",2001,"M","M","3","1","MM31",42.35,12.78,74.79,35.6,9.88,63.54,6.3,6.98,17.38,2.04,6.13,13.29,14.31,13.29,0.51,7.33,14.82,47.02,2.17,"1","11","9","15","1","7","2","7","11","2","3","3","9","9","9"
"237","u12","MM132001",2001,"M","M","1","3","MM13",12.56,27.73,25,61.06,12.79,66.24,19.4,4.45,7.61,37.93,37.07,2.73,8.19,16.24,2.59,15.52,13.79,32.9,2.92,"1","2","3","10","1","2","2","2","13","2","2","2","3","8","10"
"238","u30","IM132001",2001,"I","M","1","3","IM13",4.45,28.01,37.45,69.09,8,58.18,24.36,3.27,12.36,32.73,23.64,4.73,10.91,19.64,2.18,8.73,22.18,45.09,2.29,"1","2","10","17","3","8","2","2","13","2","2","2","10","8","10"
"239","u21","IH132001",2001,"I","H","1","3","IH13",21.54,21.54,41.18,41.5,7.84,61.44,14.38,8.82,12.75,18.3,10.13,40.52,16.34,20.92,0.98,1.96,7.52,55.88,1.94,"1","1","3","16","1","2","2","2","3","1","1","5","3","9","8"
"240","u2","MH122001",2001,"M","H","1","2","MH12",25.95,15.7,30.91,33.16,4.76,74.11,6.08,8.72,7.66,11.49,15.46,29.59,19.68,29.06,1.45,2.51,8.32,49.14,2.17,"1","1","3","16","1","2","2","2","3","1","1","5","3","2","8"
"241","u24","IH232001",2001,"I","H","2","3","IH23",81.44,4.42,42.06,18.03,18.34,40.99,24.65,9.09,17.72,23.42,7.86,41.91,15.87,17.26,2.16,7.09,7.86,34.67,3.13,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"242","u32","IM222001",2001,"I","M","2","2","IM22",21.23,15.08,52.38,36.65,7.35,55.32,17.76,4.75,17.08,5.43,23.64,8.03,12.1,22.4,1.24,11.99,13.8,49.89,1.92,"1","2","3","10","1","2","2","2","3","2","2","2","3","8","2"
"243","u29","IM122001",2001,"I","M","1","2","IM12",6.01,28.08,53.24,56.99,3.97,75.16,7.52,5.01,7.31,3.76,20.46,5.43,11.27,32.99,2.09,6.89,12.11,68.48,1.4,"1","12","3","16","1","2","2","2","3","2","2","2","3","8","3"
"244","u9","MH332001",2001,"M","H","3","3","MH33",92.36,5.14,37.15,21.98,22.29,34.06,25.08,5.42,19.97,41.02,9.29,23.99,16.25,14.86,5.57,9.13,7.74,12.07,6.81,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"245","u15","MM232001",2001,"M","M","2","3","MM23",26.75,9.21,27.26,38.23,26.5,44.58,32.57,3.66,14.42,54.8,24.22,3.66,8.7,9.04,4.97,21.05,13.87,16.56,4.94,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"246","u7","MH312001",2001,"M","H","3","1","MH31",88.04,7.53,54.22,24.13,4.94,40.99,13.81,14.24,23.26,4.07,4.65,46.08,13.23,23.26,0.44,0.87,11.63,28.49,2.78,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"247","u5","MH222001",2001,"M","H","2","2","MH22",71.39,6.97,36.06,19.88,8.85,54.42,16.43,7.75,13.56,12.55,14.83,37.57,16.09,22.75,3.71,3.29,10.19,31.09,3.44,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"248","u35","IM322001",2001,"I","M","3","2","IM32",36.11,6.94,58.96,23.13,7.84,41.79,19.78,8.21,21.27,7.09,19.4,10.45,11.57,18.66,0.37,14.18,11.94,36.57,1.88,"1","2","2","2","1","1","1","1","2","2","2","2","2","1","2"
"249","u10","MM112001",2001,"M","M","1","1","MM11",9.93,39.07,66.3,84.78,5.43,79.35,0,8.7,8.7,0,5.43,9.78,15.22,21.74,3.26,1.09,10.87,66.3,1.72,"1","11","10","14","3","8","2","7","12","2","3","3","10","9","9"
"250","u11","MM122001",2001,"M","M","1","2","MM12",8.18,26.59,33.44,53.93,4.43,83.44,5.74,2.3,6.72,6.72,25.9,6.56,16.07,30.82,2.13,10.33,13.93,51.97,1.95,"1","12","3","16","1","2","2","2","3","2","2","2","3","8","3"
"251","u18","MM332001",2001,"M","M","3","3","MM33",42.67,5.68,35.92,31.84,21.36,36.7,30.87,5.24,21.36,56.31,14.95,7.77,8.16,6.8,2.14,20.58,16.89,13.01,5.6,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"252","u22","IH212001",2001,"I","H","2","1","IH21",80,7.51,48.42,18.57,3.69,48.95,16.35,16.98,15.51,2.43,2.74,55.59,14.66,16.24,0.21,0.74,6.86,45.99,1.93,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"253","u8","MH322002",2002,"M","H","3","2","MH32",87.31,6.95,43.34,18.83,6.49,41.56,17.69,7.95,17.05,14.29,19.16,27.6,14.29,23.38,6.17,2.27,9.9,18.18,3.64,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"254","u9","MH332002",2002,"M","H","3","3","MH33",88.06,5.97,38.55,23.49,20.53,34.27,24.96,7.68,20.83,42.25,11.37,21.86,13.88,17.73,4.73,11.67,11.67,11.37,5.88,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"255","u7","MH312002",2002,"M","H","3","1","MH31",86.07,8.83,55.37,30.71,5.75,40.39,15.43,16.79,20.12,2.72,5.6,48.11,14.52,25.26,0.76,1.06,18.31,28.29,2.25,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"256","u19","IH112002",2002,"I","H","1","1","IH11",32.82,18.58,50.63,43.44,2.19,63.13,9.69,18.75,7.5,2.19,0.31,49.38,17.81,17.81,0,0.31,14.69,58.75,1.26,"1","1","9","13","1","7","1","1","10","1","1","5","9","9","8"
"257","u5","MH222002",2002,"M","H","2","2","MH22",71.16,9.56,38.63,24.69,7.99,54.8,14.92,9.06,13.77,10.48,16.25,37.66,18.29,24.87,3.91,3.64,11.19,32.5,3.02,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"258","u6","MH232002",2002,"M","H","2","3","MH23",75.42,6.82,33.91,26.67,21.09,44.78,22.32,8.77,16.45,37.25,11.74,28.33,15.72,16.38,5.22,7.75,11.45,20.8,4.54,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"259","u36","IM332002",2002,"I","M","3","3","IM33",34.78,7.73,38.22,28.27,17.8,32.98,35.08,8.38,16.75,46.6,12.04,12.57,10.99,13.09,1.05,14.14,14.66,27.23,2.7,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"260","u21","IH132002",2002,"I","H","1","3","IH13",23.9,22.33,46.56,46.96,4.05,53.04,17.41,9.31,15.38,19.03,5.26,43.72,15.79,24.7,0.81,2.83,10.12,49.8,1.76,"1","1","3","16","1","2","2","2","3","1","1","5","3","9","8"
"261","u4","MH212002",2002,"M","H","2","1","MH21",71.97,12.6,48.83,36.4,6.67,51.17,12.61,21.8,12.25,1.08,2.34,54.05,16.58,20.72,0.36,1.8,16.76,41.08,1.87,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"262","u18","MM332002",2002,"M","M","3","3","MM33",44.73,6.46,36.55,33.45,20.36,37.82,29.09,6.55,19.82,55.64,14.91,6.18,9.82,7.64,1.27,26,17.82,12,4.48,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"263","u1","MH112002",2002,"M","H","1","1","MH11",24.6,20.24,53.23,57.71,5.47,58.71,6.97,25.87,7.46,2.49,1,43.28,16.92,26.37,0,0.5,21.89,50.25,1.37,"1","1","9","13","1","7","1","1","10","1","1","5","9","9","8"
"264","u27","IH332002",2002,"I","H","3","3","IH33",91.07,5.84,51.09,25.55,13.14,30.29,24.09,13.14,25.55,22.99,11.68,50,20.8,17.15,0.73,6.57,14.23,24.45,3.05,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"265","u17","MM322002",2002,"M","M","3","2","MM32",42.26,13.57,46.88,34.61,8.65,45.47,20.72,6.04,18.11,13.68,28.37,12.07,15.49,15.9,2.62,14.69,16.5,21.33,2.74,"1","2","2","2","1","1","1","1","2","2","2","2","2","1","2"
"266","u13","MM212002",2002,"M","M","2","1","MM21",25.71,23.44,68.4,67.41,9.88,72.1,4.94,7.41,10.62,0.49,5.43,12.59,14.81,17.04,0.25,7.65,29.14,59.01,1.79,"1","11","10","14","3","8","2","7","11","2","3","3","10","9","9"
"267","u24","IH232002",2002,"I","H","2","3","IH23",77.99,5.39,44.22,19.11,14.02,39.45,22.8,10.48,19.57,24.04,6.78,44.38,14.64,20.49,2,6.78,9.71,31.59,2.56,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"268","u16","MM312002",2002,"M","M","3","1","MM31",44.18,10.69,76.96,43.21,8.75,59.11,6.43,11.79,17.32,1.43,5.36,15,16.96,13.93,0.89,9.11,25.54,45.18,1.94,"1","11","9","15","1","7","2","7","11","2","3","3","9","9","9"
"269","u15","MM232002",2002,"M","M","2","3","MM23",27.71,10.4,26.89,41.97,24.84,45.58,32.98,3.89,14.3,53.15,26.54,2.97,7.08,9.55,5.59,21.02,18.05,17.34,4.34,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"270","u34","IM312002",2002,"I","M","3","1","IM31",35.47,16.04,81.1,35.03,5.52,55.41,8.49,8.07,22.51,1.27,4.25,12.74,13.59,16.99,0.21,7.43,12.74,51.38,1.23,"1","11","9","15","1","7","2","7","11","2","3","3","9","9","9"
"271","u29","IM122002",2002,"I","M","1","2","IM12",6.45,31.18,54.24,64.96,2.68,77.23,7.59,4.24,8.04,4.91,20.76,7.81,10.27,29.69,3.13,7.37,13.62,72.99,1.26,"1","12","3","16","1","2","2","2","3","2","2","2","3","8","3"
"272","u14","MM222002",2002,"M","M","2","2","MM22",23.49,17.05,39.53,40.37,7.85,65.7,15.61,4.58,9.53,8.22,30.84,8.22,12.52,21.5,3.27,14.77,17.29,39.63,2.4,"1","2","3","10","1","2","2","2","3","2","2","2","3","8","2"
"273","u35","IM322002",2002,"I","M","3","2","IM32",33,11.11,54.55,26.14,4.17,32.58,30.3,8.33,20.83,9.85,28.79,9.47,10.98,18.94,1.14,11.74,13.26,28.41,2.02,"1","2","2","2","1","1","1","1","2","2","2","2","2","1","2"
"274","u32","IM222002",2002,"I","M","2","2","IM22",19.61,19.42,56.46,44.47,6.75,55.3,16.18,6.87,16.53,5.24,22.82,8.03,11.64,22.47,1.51,9.43,15.6,50.64,1.71,"1","2","3","10","1","2","2","2","3","2","2","2","3","8","2"
"275","u33","IM232002",2002,"I","M","2","3","IM23",18.83,8.39,34.89,36.27,17.27,29.19,45.42,4.84,16.06,53.71,12.95,7.6,8.46,9.15,1.04,17.79,18.48,23.32,3.37,"3","6","7","11","2","6","3","6","8","3","4","4","7","7","7"
"276","u22","IH212002",2002,"I","H","2","1","IH21",78.51,9.68,50.88,25.56,3.89,49.59,14.61,21.67,12.72,2.24,1.88,59.01,12.01,14.72,0,0.71,10.95,47.23,1.58,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"277","u10","MM112002",2002,"M","M","1","1","MM11",13.45,42.86,63.24,102.94,4.41,80.88,2.94,1.47,13.24,0,7.35,10.29,11.76,26.47,0,1.47,25,67.65,1.58,"1","13","10","14","3","8","2","7","12","2","3","3","10","9","9"
"278","u25","IH312002",2002,"I","H","3","1","IH31",90.54,9.26,60.76,23.65,4.15,33.63,18.16,19.96,23.21,2.58,3.92,53.48,10.87,19.73,0.22,1.79,10.54,31.39,1.68,"1","1","9","12","1","7","1","1","1","1","1","1","9","1","1"
"279","u2","MH122002",2002,"M","H","1","2","MH12",24.54,19.12,34.05,37.32,3.85,71.08,9.4,9.12,7.41,6.27,12.82,33.62,15.24,31.48,1.85,2.71,12.54,50.85,1.79,"1","1","3","16","1","2","2","2","3","1","1","5","3","2","8"
"280","u23","IH222002",2002,"I","H","2","2","IH22",77.57,7.83,41.98,17.64,7.74,41.32,26.6,10.57,15.09,5.47,15,41.98,15.38,21.51,2.74,2.64,6.13,37.45,2.18,"1","1","1","1","1","1","1","1","1","1","1","1","1","3","1"
"281","u28","IM112002",2002,"I","M","1","1","IM11",9.71,37.71,80.73,97.25,3.67,80.73,0,11.93,6.42,0,0.92,10.09,12.84,7.34,0.92,0,25.69,80.73,1.18,"1","11","10","14","3","8","2","7","12","2","3","3","10","9","9"
"282","u11","MM122002",2002,"M","M","1","2","MM12",11.99,29.56,38.49,63.83,3.87,80.46,6.58,4.64,6.19,7.74,29.59,6.19,12.38,34.04,1.74,8.7,17.99,56.67,1.71,"1","12","3","16","1","2","2","2","3","2","2","2","3","8","3"
"283","u3","MH132002",2002,"M","H","1","3","MH13",24.61,23.28,29.25,50.94,8.96,64.47,14.47,9.43,7.7,28.93,22.17,25.31,15.57,19.18,4.56,4.72,14.15,34.91,2.51,"1","2","3","10","1","2","2","2","3","2","2","2","3","8","2"
