"jefe"	 "desemp"	 "size"	 "tparcial"	 "multiemp"	 "privado"	 "publico"	 "cpsl"	 "cpcl"	 "profytec"	 "oficina"	 "manual"	 "indust"	 "comercio"	 "sfinan"	 "sperson"	 "subemp"	 "precario"	 "ingreso"	 "Comp.1"	 "Comp.2"	 "norma"	 "Cos 1"	 "Cos 2"
78,63	 4,74	 38,52	 4,71	 7,33	 47,29	 22,76	 12,43	 13,47	 0,52	 1,77	 51,28	 15,7	 14,45	 0,98	 5,43	 4,12	 17,72	 2,12	 35,1418898799992	 -42,770515794016	 3471,30113945679	 0,355760671496003	 0,882743767400047
13,16	 9,33	 37,24	 26,87	 11,88	 47,05	 23,37	 3,43	 18,66	 11,24	 24,64	 12,68	 14,43	 24,24	 4,63	 17,54	 6,54	 18,02	 2,05	 -13,0725261780379	 20,5421250806418	 1496,59012612346	 0,114186868998085	 0,396147103442345
2,54	 21,1	 32,21	 22,69	 5,32	 73,39	 10,08	 3,64	 9,8	 7,56	 20,87	 12,04	 15,27	 32,35	 6,16	 24,65	 10,92	 38,94	 1,24	 -45,3664968411018	 12,3683411912283	 3298,73988223457	 0,623910677746293	 0,670284708219714
33,2	 4,23	 52,76	 38,81	 7,32	 47,65	 6,22	 5,66	 32,18	 1,66	 3,45	 21,27	 21,55	 23,76	 0,55	 38,54	 3,45	 24,59	 1,3	 -16,4025883725703	 -10,8250004532373	 2120,5818055679	 0,126873155571533	 0,182131874902667
92,68	 3,5	 50,1	 12,83	 4,54	 35,26	 21,52	 14,45	 22,23	 0,78	 5,96	 41,09	 14,97	 14,84	 1,62	 10,3	 3,31	 10,43	 2,1	 46,3782336794824	 -43,6311985984686	 4318,04037945679	 0,498128866386206	 0,93899586248838
79,61	 2,91	 36,64	 4,56	 12,87	 38,95	 28,97	 8,37	 15,58	 4,1	 13,79	 40,68	 19,56	 16,45	 5,14	 6,98	 3,23	 8,08	 2,89	 45,815636216237	 -29,0890786809704	 3317,62358667901	 0,632703640740561	 0,887758042302348
16,81	 7,56	 37,27	 21,82	 18,18	 42,73	 27,27	 4,55	 19,09	 34,55	 24,55	 7,27	 12,73	 14,55	 14,55	 0	 7,27	 2,73	 3,19	 10,0435666033949	 40,4395861138494	 2522,24595501235	 0,0399934153591832	 0,688367980817228
16,19	 13,46	 29,2	 25,35	 9,09	 71,85	 5,59	 4,02	 13,99	 1,75	 4,37	 17,83	 20,8	 17,48	 1,22	 43,36	 12,41	 33,22	 1,92	 -35,9935706637512	 -1,02509951052141	 3018,0872505679	 0,42925767930754	 0,429605856453934
6,92	 19,62	 33,01	 27,27	 3,35	 80,38	 0,96	 4,78	 11,96	 1,44	 3,83	 11,96	 11,48	 20,1	 0,96	 55,98	 10,53	 69,38	 0,99	 -66,9653380554285	 -4,53799914914657	 6936,63865612345	 0,646473994564956	 0,649442786410481
92,13	 3,69	 38,19	 10,47	 11,11	 36,65	 22,09	 8,05	 17,24	 4,98	 17,24	 23,24	 20,05	 21,33	 14,05	 6,77	 2,3	 3,07	 4,48	 52,7542000214864	 -25,4867678021359	 4044,44186890123	 0,688106223334855	 0,848715611244408
95,96	 0	 34,34	 14,14	 39,39	 20,2	 34,34	 0	 20,2	 53,54	 5,05	 5,05	 7,07	 9,09	 17,17	 3,03	 2,02	 1,01	 5,55	 81,0518876625474	 19,4938061419905	 8042,35686890123	 0,81685115454964	 0,864102039345731
0,93	 12,15	 25,53	 46,81	 19,15	 42,55	 41,49	 1,6	 13,83	 61,17	 21,81	 1,6	 3,72	 11,17	 11,7	 4,79	 9,04	 10,11	 2,63	 -0,447359359494664	 75,4888379798741	 6037,91494167901	 3,31456137525223e-05	 0,943829922248542
84,62	 1,96	 26,77	 6,15	 39,38	 44,31	 23,69	 2,92	 16,92	 46	 12,46	 5,54	 14,15	 13,38	 19,23	 2,77	 4,62	 2,15	 7,17	 63,4624881271409	 15,8165924015098	 5479,62934945679	 0,73499266874442	 0,78064623018837
37,14	 2,86	 18,63	 48,04	 18,63	 14,71	 60,78	 3,92	 10,78	 68,63	 11,76	 2,94	 2,94	 9,8	 1,96	 0,98	 1,96	 1,96	 3,95	 44,0337531816927	 69,7955143079751	 8307,78179167901	 0,233392193955827	 0,819759763502961
18,04	 11,61	 28,66	 20,49	 10,17	 55,53	 20,12	 4,16	 13,88	 11,14	 28,88	 16,7	 21,53	 18,41	 5,86	 17,52	 8,76	 13,96	 2,61	 -9,35288903452927	 16,6540868051518	 1555,61435167901	 0,056232788800002	 0,23452801152932
22,72	 11,02	 26,57	 7,31	 7,14	 74,38	 10,06	 4,56	 7,39	 3,53	 19	 41,79	 25,02	 27,43	 6,88	 7,82	 5,85	 14,96	 2,42	 -11,7068429597471	 -9,86406175971363	 2831,92284001235	 0,0483947408975247	 0,0827529207973064
4,09	 24,56	 26,36	 22,48	 3,88	 80,62	 3,1	 4,65	 8,53	 0,78	 6,2	 19,38	 20,93	 19,38	 1,55	 47,29	 6,98	 57,36	 1,4	 -60,0197505798834	 -3,42091731347279	 5805,70938223457	 0,620487561898059	 0,622503280304741
79,13	 3,61	 32,48	 4,42	 14,97	 53,51	 17,18	 6,12	 15,42	 4,82	 15,82	 36,34	 22,17	 19,73	 7,6	 9,58	 5,44	 6,69	 3,72	 38,7945134040603	 -28,7916710688886	 2968,9755555679	 0,506913661661974	 0,786121188778347
30,52	 3,9	 48,31	 28,04	 7,77	 31,08	 22,97	 5,74	 28,38	 14,19	 14,19	 18,24	 19,59	 23,31	 2,7	 16,55	 4,39	 7,43	 1,97	 8,30412333679572	 9,25654178711376	 1486,33507167901	 0,0463949655139454	 0,104042509119165
80,47	 5,11	 36,73	 6,55	 9,24	 57,19	 12,63	 15,67	 9,47	 0,47	 4,8	 56,02	 23,74	 17,66	 2,92	 7,95	 6,55	 12,63	 2,66	 32,290984956039	 -47,6172111271268	 3977,47212890123	 0,262153366670902	 0,832213626565602
30	 17	 31,33	 3,61	 4,02	 77,51	 6,83	 8,43	 5,62	 0	 2,41	 62,25	 26,91	 21,29	 3,21	 9,24	 8,43	 42,17	 1,8	 -22,2466400118045	 -36,3382421680654	 4361,32367501235	 0,113477702801643	 0,416245381208641
94,77	 1,23	 31,78	 16,2	 31,78	 25,55	 30,53	 4,98	 20,56	 45,79	 8,72	 1,56	 12,46	 11,53	 25,86	 1,25	 2,49	 1,25	 8,82	 74,8788058746334	 15,9832727895617	 6892,50039723457	 0,81346902373203	 0,850533223128818
36,98	 7	 38,42	 25,1	 8,11	 43,63	 19,88	 6,76	 19,88	 9,27	 27,61	 16,02	 20,27	 23,17	 6,76	 15,64	 5,02	 5,02	 2,63	 8,57193724790361	 7,52194134109333	 1147,2033105679	 0,0640497699972844	 0,113369364020109
91,42	 5,23	 40,48	 12,17	 6,76	 44,85	 18,21	 11,45	 15,92	 1,46	 7,91	 39,33	 22,27	 22,27	 3,12	 11,24	 3,23	 6,14	 2,88	 44,1017493769511	 -40,6131357515705	 3901,13411723457	 0,498563812383397	 0,921370807992341
39,51	 7,71	 39,74	 31,82	 11,14	 56,89	 8,94	 5,72	 20,97	 2,2	 6,16	 17,6	 18,48	 20,23	 2,79	 41,64	 4,11	 15,54	 1,99	 -8,40397176356631	 -6,56311801963862	 1649,13635834568	 0,0428265019113814	 0,0689459418968749
19,04	 3,68	 23,8	 27,84	 36,56	 36,98	 40,06	 2,44	 14,77	 64,61	 20,83	 2,13	 7,23	 7,12	 13,92	 2,13	 8,71	 1,91	 5	 26,9518352296721	 69,5451931981253	 5985,08188445679	 0,121368669012508	 0,929466868892616
4,84	 16,85	 18,81	 14,93	 6,31	 80,95	 8,98	 1,94	 5,95	 8,13	 34,22	 16,26	 20,51	 28,52	 10,68	 16,5	 9,95	 20,02	 2,01	 -31,4168330807761	 17,0367047177787	 4177,66611501235	 0,236260479811568	 0,305736905081117
7,95	 15,26	 21,26	 33,72	 14,18	 58,24	 25,67	 2,11	 7,85	 37,74	 38,89	 2,68	 8,62	 15,71	 21,65	 3,45	 9,39	 6,51	 2,89	 -5,9118133827449	 55,1745690694648	 4164,7000005679	 0,00839184994540687	 0,739352800694807
32,57	 10,1	 34,32	 5,08	 4,03	 73,52	 9,11	 10,59	 5,72	 0	 1,06	 58,9	 19,7	 12,29	 0,64	 6,57	 6,14	 44,49	 1,5	 -18,4763154233026	 -35,3503780001212	 3716,14200834568	 0,0918625366992741	 0,428138497613847
92,48	 2,75	 43,58	 12,08	 12,45	 24,15	 30,57	 8,49	 19,43	 5,09	 15,85	 31,89	 21,32	 18,87	 7,92	 6,04	 1,32	 2,83	 3,36	 58,7796087980594	 -27,8738130512406	 4765,26695223457	 0,725046979547019	 0,888091245860615
29,13	 13,59	 19,38	 23,6	 19,1	 61,8	 21,35	 5,34	 8,15	 36,24	 33,15	 7,02	 12,92	 17,42	 23,31	 2,25	 10,96	 4,21	 3,34	 9,97367981086912	 39,0785302430058	 2895,62536279012	 0,0343533007577639	 0,561745948155364
24,45	 10,42	 34,3	 3,76	 6,39	 65,62	 15,05	 6,74	 9,19	 3,15	 10,59	 49,52	 23,8	 21,52	 2,8	 5,86	 6,65	 24,23	 1,81	 -10,101401020946	 -18,3061663353681	 2469,54997445679	 0,0413185817826641	 0,17701768865005
41,95	 4,49	 28,63	 32,55	 22,75	 26,27	 42,75	 2,75	 19,22	 62,35	 14,51	 1,96	 7,45	 6,27	 8,24	 3,14	 3,92	 0,78	 5,4	 41,728312253583	 55,5168397377376	 5081,1777105679	 0,342686704287284	 0,949262516043564
16,6	 10,72	 39,49	 28,75	 10,39	 60,51	 7,04	 4,73	 22,29	 1,73	 3,46	 17,21	 17,55	 21,94	 0,69	 43,65	 9,01	 38,34	 1,23	 -35,1066606660651	 -2,63579805959571	 2608,00439501235	 0,472574979351755	 0,475238867274741
84,39	 2,11	 34,91	 9,05	 43,1	 31,47	 31,03	 5,17	 18,1	 49,57	 13,36	 6,03	 10,34	 10,34	 12,5	 3,02	 3,45	 1,72	 4,86	 68,6141161911854	 19,7127319121951	 5970,83461167901	 0,788482221813479	 0,853563877011562
10,73	 0,98	 19,7	 39,41	 27,34	 17,98	 63,05	 1,72	 11,82	 75,12	 11,82	 1,48	 1,97	 8,13	 6,9	 0,74	 6,65	 1,23	 4,29	 32,5123242840147	 87,007608271508	 10034,2556539012	 0,105344259385893	 0,859792238213791
32,5	 13,57	 43,8	 9,09	 7,44	 59,09	 9,09	 19,83	 9,92	 0,83	 4,96	 60,33	 22,31	 26,03	 1,24	 7,44	 9,5	 28,93	 2,15	 -9,98696100054756	 -33,4458926180869	 2837,06302667901	 0,0351558598059099	 0,429446618418359
22,33	 3,59	 21,2	 31,85	 34,44	 37,33	 41,78	 2,17	 13,34	 65,56	 19,23	 1,65	 4,86	 8,89	 14,37	 1,96	 11,17	 1,34	 5,26	 28,4547809080411	 70,3097542798582	 6049,13666001235	 0,133849605659755	 0,951067305430476
77,73	 4,94	 33,35	 8,54	 14,31	 51,41	 16,85	 8,37	 13,73	 4,56	 15,75	 34,39	 21,29	 21,64	 7,91	 7,39	 6,64	 7,5	 3,98	 36,5382552019904	 -27,0593834091202	 2573,21127167901	 0,518824127618044	 0,803375279146307
17	 20	 36,25	 25	 18,75	 41,25	 28,75	 5	 18,75	 43,75	 13,75	 7,5	 7,5	 20	 15	 2,5	 8,75	 10	 3,18	 6,40799140080116	 43,8222589956691	 2523,17751223457	 0,0162740645846895	 0,777374056230848
92,55	 6,63	 46,45	 20,87	 6,01	 45,36	 14,21	 14,97	 17,38	 1,09	 7,21	 38,47	 17,27	 22,73	 4,26	 10,49	 5,79	 8,31	 3,26	 39,290533690791	 -41,9289920817059	 3670,31171834568	 0,420603522581182	 0,899592914190721
13,68	 8,63	 50,68	 30,02	 7,29	 47,64	 22,18	 3,52	 19,38	 10,25	 25,54	 12,73	 15,53	 25,3	 4,48	 19,38	 6,73	 20,02	 2,02	 -18,2020914259255	 15,6771277346159	 1529,04484334568	 0,21668176294477	 0,377417620416218
16,72	 13,51	 72,34	 36,24	 7,94	 64,4	 7,43	 4,23	 18,31	 1,15	 3,2	 16,01	 18,05	 20,36	 0,77	 45,97	 8,83	 44,3	 1,48	 -48,1124587526527	 -10,2270136819948	 3875,01907279012	 0,597367043553409	 0,624358345244319
23,81	 15,71	 23,73	 27,97	 12,15	 65,25	 16,67	 5,37	 7,63	 32,77	 33,05	 7,91	 10,17	 20,62	 21,47	 4,24	 10,17	 5,08	 3,92	 -0,317356346837245	 36,4397872374827	 2634,86600279012	 3,8223974491011e-05	 0,503994817025866
10,73	 16,8	 21,5	 34,21	 13,27	 66,54	 21,31	 1,68	 7,85	 34,95	 43,36	 4,3	 7,48	 17,94	 23,55	 3,74	 14,02	 5,61	 3,49	 -9,16680450573006	 50,9241409417271	 4309,52765723457	 0,0194987273617349	 0,621251015991201
3,67	 24,03	 48,46	 25,33	 5,12	 74,23	 8,64	 2,93	 10,1	 11,71	 22,4	 13,03	 14,49	 31,77	 4,83	 21,67	 7,32	 42,31	 1,56	 -48,9501381524476	 9,75570643639997	 3156,14646279012	 0,759190377694156	 0,789345444702384
82,28	 0,42	 30,51	 10,59	 41,1	 27,97	 34,75	 4,24	 16,53	 53,81	 6,36	 8,05	 9,32	 10,59	 9,32	 2,54	 2,97	 1,69	 4,82	 70,6391540829437	 23,123100769918	 6269,43473612346	 0,795907493988722	 0,881190747060176
35,84	 8,21	 72,88	 39,2	 9,84	 61,1	 7,6	 3,73	 20,86	 3,13	 5,66	 16,54	 17,14	 15,8	 1,19	 47,39	 8,64	 19,08	 2,16	 -22,6971885306173	 -11,2642840867444	 3005,62198667901	 0,171399586999828	 0,213615173839836
94,29	 6,34	 36,47	 15,78	 10,74	 38,06	 22,15	 5,57	 18,44	 4,91	 18,57	 25,2	 19,76	 21,35	 11,54	 7,16	 5,17	 4,11	 4,87	 51,2064053602322	 -26,0039833066553	 3937,70510667901	 0,665894443306305	 0,83762064663876
79,28	 7,09	 39,22	 7,77	 4,79	 48,08	 22,44	 13,8	 13,36	 0,87	 2,4	 51,63	 15,11	 13,65	 0,44	 7,92	 4,28	 19,39	 2,22	 32,5540589129691	 -43,4672742500997	 3324,87680112346	 0,318738652617437	 0,887001491738262
36,59	 6,52	 79,87	 42,47	 5,71	 49,13	 7,13	 5,07	 31,54	 2,38	 2,54	 19,18	 19,81	 22,35	 0,32	 41,52	 3,8	 29	 1,36	 -23,1733719111774	 -17,5102767665925	 3453,86749723457	 0,155479376717176	 0,244252264700912
38,67	 4	 32,64	 43,06	 29,17	 30,9	 35,76	 4,86	 22,22	 63,89	 13,19	 2,08	 5,56	 7,64	 12,15	 4,17	 4,17	 0,35	 6,15	 35,0533631855164	 58,0581811291901	 5070,75400834568	 0,242318650952778	 0,907062472183725
37,84	 8,22	 48,51	 35,45	 9,89	 45,71	 19,4	 3,92	 20,9	 12,69	 26,87	 11,38	 15,49	 20,15	 5,41	 17,54	 7,09	 8,4	 3,12	 2,68875825332544	 10,885299438457	 954,002182234568	 0,0075779920417919	 0,131780793745383
28,18	 3,64	 37,74	 52,83	 23,58	 15,09	 50	 3,77	 18,87	 74,53	 9,43	 0,94	 3,77	 10,38	 4,72	 1,89	 6,6	 2,83	 4,37	 33,4708093149297	 72,3715599293626	 7963,94001445679	 0,140670958616305	 0,798340739792648
2,92	 27,01	 59	 30	 9	 85	 3	 2	 6	 5	 6	 20	 24	 15	 3	 44	 10	 65	 1,86	 -71,6136266984466	 -7,45919457329712	 6369,76839112346	 0,805133124785395	 0,813868070903662
2,93	 15,12	 27,01	 54,6	 14,94	 40,23	 43,68	 1,15	 12,64	 63,22	 17,82	 1,15	 4,6	 12,64	 13,79	 2,3	 7,47	 10,92	 3,04	 -0,786926830668735	 76,5616109191754	 6451,9727705679	 9,59789910538996e-05	 0,90860574414049
33,59	 9,57	 39,74	 7,78	 2,16	 67,82	 12,1	 10,58	 8,42	 0,65	 1,94	 50,97	 18,14	 15,33	 0,43	 5,83	 7,78	 47,08	 1,54	 -18,507091872101	 -32,2496232221039	 2732,3066005679	 0,12535652093041	 0,506001283766138
94,64	 0,89	 34,53	 21,92	 33,93	 29,43	 25,23	 4,8	 22,52	 49,25	 5,71	 4,8	 9,31	 13,51	 24,02	 2,7	 4,2	 0,9	 9,51	 71,5982501448625	 15,3762958341086	 6559,91121945679	 0,781460183272236	 0,817501901775493
21,8	 14,58	 28,48	 10,37	 6,88	 77,79	 6,36	 6,18	 6,88	 3,48	 18,73	 43,21	 25,7	 27,18	 6,62	 7,32	 7,32	 18,82	 2,65	 -17,7259927345715	 -12,1110630569107	 2917,6521705679	 0,107693035378142	 0,157965596942572
20,06	 14,35	 60,36	 26,49	 9,55	 69,55	 7,39	 3,42	 14,77	 2,7	 5,23	 19,28	 20	 15,32	 1,08	 45,41	 15,32	 33,15	 2,22	 -38,1188943907941	 -8,79168840138072	 2876,88072945679	 0,50507832830834	 0,531945547430617
80,22	 10,13	 38,72	 9,38	 8,56	 56,52	 13,72	 12,23	 13,32	 0,82	 5,3	 52,99	 20,24	 21,33	 2,04	 8,97	 9,24	 21,2	 2,91	 26,2317836359851	 -46,9304429315048	 3235,32331667901	 0,212685535685954	 0,893441756368101
13,99	 2,56	 17,7	 51,67	 26,79	 20,81	 63,64	 0,96	 10,29	 77,27	 11,72	 0,48	 2,39	 5,98	 6,46	 1,44	 4,31	 0,96	 4,27	 31,035549270968	 90,0535957003211	 10526,8905255679	 0,0914995093956029	 0,861874206354789
82,27	 1,99	 24,75	 13,17	 34,88	 45,3	 24,31	 3,33	 15,48	 50,8	 13,46	 5,93	 13,75	 14,62	 19,54	 1,59	 5,93	 1,3	 7,35	 61,1994708740057	 20,9578045259011	 5170,2533105679	 0,724408459369447	 0,809361660723837
91,71	 4,6	 51,53	 18,76	 3,87	 33,65	 21,9	 16,28	 22,85	 1,68	 4,31	 40,44	 13,36	 16,35	 1,75	 10,15	 4,82	 11,9	 2,31	 43,7737920493468	 -42,0556722784938	 4080,31253723457	 0,469607377595179	 0,903074067868565
24,09	 14,17	 37,34	 7,8	 3,67	 66,97	 13,03	 6,42	 10,92	 3,49	 11,65	 49,27	 22,02	 22,39	 3,85	 8,17	 6,61	 31,01	 1,93	 -16,8926865360977	 -19,7330607872136	 2253,13280001235	 0,126651593019858	 0,299474822982039
6,1	 20,11	 30,91	 18,38	 5,49	 79,59	 8,71	 1,67	 7,4	 9,43	 30,55	 11,58	 14,8	 33,65	 9,67	 17,18	 9,9	 21,48	 2,28	 -34,7857459686282	 16,4131280268421	 3491,71342390123	 0,346548520938458	 0,423699976089816
28,66	 4,18	 59,81	 41,12	 7,79	 34,58	 20,25	 4,05	 28,35	 11,53	 19,94	 14,64	 17,13	 24,61	 2,18	 19,63	 3,12	 14,64	 2,21	 -4,58553031742762	 9,00983274205479	 1716,86724390123	 0,0122473583014305	 0,05952945674449
79,81	 4,06	 38,51	 8,05	 11,17	 38,98	 26,98	 8,35	 17,81	 4,17	 11,7	 40,86	 20,58	 19,11	 4,06	 7	 4,88	 8,76	 2,96	 43,3789991886833	 -30,5635392822184	 3074,78114001235	 0,61199073525091	 0,915794450351087
19,23	 13,32	 37,76	 24,19	 9,26	 56,86	 18,81	 3,3	 14,29	 9,91	 29,22	 14	 17,95	 21,54	 6,25	 19,31	 9,69	 13,28	 3,07	 -12,8966527556454	 15,2128793630759	 1359,68886390123	 0,122324788203735	 0,292534094656003
93,89	 3,32	 44,4	 15,52	 7,04	 29,96	 28,16	 6,86	 21,84	 6,14	 14,26	 30,69	 19,68	 18,05	 9,93	 7,04	 3,25	 4,69	 3,22	 54,7362639907669	 -28,9388711215368	 4299,8466605679	 0,696782660447529	 0,891547341120656
92,71	 0	 31,25	 18,75	 29,17	 26,04	 36,46	 3,13	 19,79	 52,08	 8,33	 5,21	 10,42	 9,38	 10,42	 4,17	 1,04	 2,08	 5,59	 73,9533866547795	 19,0506369578794	 6518,59383390123	 0,839000486465067	 0,894676108807641
7,2	 23,11	 78,82	 32,51	 4,43	 74,38	 0,99	 6,4	 14,29	 1,97	 2,46	 14,29	 13,79	 19,7	 1,97	 53,2	 11,33	 70,44	 1,07	 -73,9306194516077	 -14,8177099687714	 7621,58528445679	 0,717139058149107	 0,745947307420607
28,57	 10,84	 22,1	 27,9	 11,05	 67,4	 17,13	 4,7	 8,01	 29,01	 39,78	 7,73	 9,67	 22,93	 23,48	 2,49	 8,56	 3,87	 3,7	 2,98853478670966	 33,7441594407837	 2971,04785445679	 0,00300612464318813	 0,386260906169828
91,71	 4,59	 36,76	 18,85	 10,29	 41,18	 20,32	 8,82	 15,64	 7,22	 17,11	 24,47	 19,65	 20,99	 11,63	 8,96	 5,35	 3,74	 4,46	 47,8218300266309	 -23,921587298769	 3451,79487723457	 0,662532829566096	 0,828313925849281
35,83	 6,75	 70,39	 44,09	 9,92	 62,05	 8,03	 4,41	 19,69	 3,31	 5,04	 14,8	 15,12	 16,54	 1,26	 48,03	 7,56	 17,8	 2,08	 -23,1399845858758	 -8,55191370350824	 3082,2489755679	 0,173723437294975	 0,197451315403452
8,09	 16,37	 16,13	 34,84	 12,69	 67,74	 25,16	 0,43	 4,09	 38,71	 41,51	 3,01	 8,82	 16,34	 20	 2,8	 11,83	 3,87	 3,15	 -8,27163467704159	 56,7493379034859	 4939,41617945679	 0,0138518273708132	 0,665849398638069
11,72	 3,65	 21,89	 46,76	 25,68	 21,89	 58,92	 1,08	 12,7	 74,86	 9,19	 2,43	 3,24	 7,3	 8,92	 2,7	 4,86	 3,51	 4,04	 27,0060868878698	 84,6580248446486	 9188,13351279012	 0,0793772454416265	 0,859403042914041
93,59	 1,28	 42,86	 24,68	 31,17	 16,88	 31,17	 1,3	 24,68	 48,05	 7,79	 6,49	 9,09	 12,99	 15,58	 2,6	 1,3	 0	 5,02	 73,9068140492657	 15,2406147227083	 6801,45587834568	 0,80309528733447	 0,837246260490901
90,69	 4,55	 53,03	 18,14	 4,26	 37,72	 17,56	 15,75	 21,89	 0,79	 4,55	 41,4	 15,17	 17,63	 1,37	 11,49	 3,61	 12,86	 1,97	 39,9174879827219	 -44,721011270708	 3893,12288667901	 0,409287323629793	 0,923005720734089
16,18	 11,3	 52,92	 28,35	 7,4	 44,86	 21,77	 4,03	 21,2	 10,76	 24,16	 12,57	 13,23	 24,08	 4,85	 21,94	 10,68	 20,95	 2,07	 -16,8642039643822	 14,0469193852619	 1428,04505834568	 0,199154342988134	 0,337326414704575
2,44	 20,49	 20,25	 49,08	 9,2	 49,08	 39,88	 1,23	 7,36	 52,76	 28,83	 1,84	 3,68	 14,11	 11,66	 6,13	 6,13	 13,5	 2,57	 -8,88224496056265	 69,7582977498674	 5502,70236834568	 0,0143373692157658	 0,898670153222423
38,25	 9,7	 48,35	 37,4	 8,26	 48,97	 18,18	 4,75	 17,77	 11,98	 23,76	 11,78	 17,77	 21,69	 4,55	 21,07	 5,79	 5,37	 2,86	 0,923294275200216	 9,32325503405997	 1040,90138723457	 0,000818975100880894	 0,0843264864714429
30,42	 5,07	 56,97	 32,05	 7,42	 30,56	 21,96	 6,23	 27,3	 13,65	 16,32	 13,95	 15,73	 29,38	 3,26	 16,91	 3,56	 8,31	 2,02	 4,28632024533101	 9,68125800643339	 1740,69537612346	 0,0105547136492373	 0,0643991472432765
88,58	 5,71	 48,9	 22,14	 4,07	 43,83	 13,44	 14,1	 18,61	 0,88	 5,07	 38,55	 17,51	 22,58	 3,63	 13,66	 4,63	 8,92	 2,62	 35,7617977551259	 -41,4462050600762	 3396,1733555679	 0,376572702504073	 0,882373712651461
11,4	 15,79	 28,13	 23,96	 11,46	 56,25	 29,17	 0	 10,42	 32,29	 26,04	 12,5	 11,46	 16,67	 17,71	 2,08	 6,25	 7,29	 2,26	 -2,26603791963382	 40,4734469116744	 2618,7337805679	 0,00196084378309918	 0,627492128050141
91,58	 1,05	 28,01	 22,34	 29,43	 34,4	 28,01	 2,48	 19,15	 49,65	 12,77	 2,48	 10,64	 13,12	 23,76	 1,06	 2,84	 1,42	 7,69	 68,5777804227648	 20,3276725475715	 6074,82207723457	 0,774164561187255	 0,842185363434256
20,3	 13,37	 60,35	 31,64	 11,13	 71,68	 6,45	 2,93	 15,04	 3,13	 3,32	 15,43	 19,53	 17,77	 1,37	 43,95	 11,52	 34,96	 2,15	 -40,4158272535161	 -6,8129071674465	 2910,90123945679	 0,561145486643469	 0,577090962032014
25,52	 8,39	 34,73	 14,89	 4,96	 68,32	 8,4	 12,98	 6,87	 0,38	 3,05	 62,21	 22,14	 27,86	 1,91	 11,45	 9,92	 28,63	 2,06	 -17,9297059035003	 -29,0169107854147	 3290,72173501235	 0,0976911388056962	 0,353556319556252
6,92	 27,04	 56,9	 26,72	 2,59	 81,03	 4,31	 4,31	 8,62	 1,72	 0,86	 22,41	 24,14	 22,41	 0	 42,24	 10,34	 67,24	 1,68	 -68,952576299016	 -15,0845108602834	 6023,34575723457	 0,789338346144433	 0,827115102961142
94,91	 3,74	 48,5	 14,29	 8,11	 30,86	 22,57	 8,99	 25,22	 3,35	 13,05	 32,8	 16,58	 21,16	 8,29	 8,29	 3,17	 6,53	 2,92	 52,1313912535533	 -35,2105832421029	 4391,11450779012	 0,618904824551878	 0,901244346796082
29,55	 12,4	 39,39	 9,2	 2,36	 67,92	 13,68	 10,61	 7,08	 0	 1,65	 59,67	 18,87	 14,15	 0,47	 8,49	 6,37	 44,34	 1,53	 -20,2641175481435	 -33,2775209515767	 3271,53011612346	 0,125517554608837	 0,464011580760371
77,28	 6,79	 39,64	 10,22	 5,74	 53,36	 12,89	 15,13	 12,46	 1,4	 4,34	 50,7	 22,55	 20,17	 2,1	 9,1	 10,78	 17,37	 2,62	 26,8238935293806	 -44,47931037019	 3019,64344834568	 0,238280206383219	 0,893459893935923
18,08	 12,3	 38,51	 26,84	 10,02	 58,63	 18,83	 3,01	 12,88	 9,59	 32,71	 12,88	 19,76	 19,47	 7,52	 18,75	 8,16	 14,75	 2,84	 -15,2981542618424	 16,7612590089766	 1529,17159501235	 0,153045952843007	 0,336766213199878
19,48	 12,77	 72,33	 34,12	 6,82	 65,14	 7,94	 3,6	 17,49	 2,61	 3,47	 15,63	 17,12	 19,23	 0,74	 45,66	 8,81	 46,77	 1,32	 -46,7032168065828	 -11,321178218558	 3730,02058445679	 0,584766333240042	 0,619127826254435
33,93	 3,57	 28,7	 51,85	 23,15	 19,44	 49,07	 0,93	 20,37	 75	 7,41	 2,78	 3,7	 9,26	 4,63	 0,93	 2,78	 0,93	 4,36	 38,7359240679022	 70,7479156757216	 7801,85519723457	 0,192322438120377	 0,833870819360927
79,43	 3,25	 28,25	 9,93	 32,45	 42,24	 24,62	 2,8	 17,48	 50,07	 13,15	 6,57	 13,43	 12,73	 20,84	 1,82	 4,48	 2,1	 7,19	 60,2729275256994	 20,219105466822	 4846,81770445679	 0,7495280437673	 0,833874567776767
5,02	 21,85	 29,6	 20,15	 3,78	 83,25	 7,3	 1,89	 4,66	 7,81	 32,87	 12,34	 19,14	 29,97	 12,22	 15,62	 9,95	 24,94	 2,2	 -39,3383527560692	 15,2183767876755	 3932,17863390123	 0,393549261526202	 0,452447651862524
37,26	 5,4	 80,23	 41,43	 5,12	 50,51	 6,88	 5,27	 29,87	 3,07	 2,93	 16,54	 16,84	 23,28	 0,88	 40,56	 5,12	 28,84	 1,23	 -22,9460700679423	 -16,4061022765445	 3307,69932112346	 0,159180772024975	 0,240554610992
21,73	 4,18	 23,01	 34,57	 29,66	 40,02	 38,28	 1,53	 16,36	 62,7	 20,94	 2,62	 6,54	 6,54	 15,59	 1,74	 9,49	 1,74	 5,24	 24,5066533581424	 67,2461658060281	 5350,37410723457	 0,112249358040979	 0,957432652700184
