id;gen;plan;cred1;cred1y2;cred1.2y3;cred1234;nac_lug;otros_univ;ocup_rel;sit_labNT;horas;sexto;edad;edad_t;Xfem;Xhijos;Xocup;XeduP;XeduM;XocuP;XocuM;tratamiento;inst;EDA;MC.EDA;carr04;carr11;carr12;carr14;fecing4;fecing11;fecing12;fecing14;fecingEDA;julio;EDAoMCEDA;Xnac_lug;Xhoras;XeduM_num;XeduP_num;Xedu_H;Xsexto;cred1_prop;cred1_2012;cred1y2_prop;cred1y2_2012;cred1.2y3_prop;cred1.2y3_2012;cred1234_prop;cred1234_2012
573;2012;3. Plan 12   ;100;170;270;310;Paysandú;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;17;t17.19;1;0;0;2;2;Asalariado;Asalariado;1;144;0;0;0;1;1;0;NA;6/2/2012;6/2/2012;NA;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;111.111.111.111.111;100;0.944444444444444;170;1;270;0.861111111111111;310
574;2012;3. Plan 12   ;40;50;80;80;Salto;No posee;No está relacionada;No corresponde;Trabaja de 31 a 40 hrs semanales;UTU Interior;20;t20.22;1;0;1;3;1;Asalariado;Asalariado;1;193;0;1;0;1;1;1;NA;8/2/2012;8/2/2012;8/2/2012;NA;0;1;Interior;Trabaja mas de 30 horas;1;3;3;Interior Publica;0.444444444444444;40;0.277777777777778;50;0.296296296296296;80;0.222222222222222;80
575;2012;3. Plan 12   ;60;100;130;170;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;2;2;Cuenta propia;Cuenta propia;1;144;0;0;0;1;1;0;NA;17/2/2012;17/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Interior Publica;0.666666666666667;60;0.555555555555556;100;0.481481481481481;130;0.472222222222222;170
577;2013;3. Plan 12   ;80;150;190;230;Artigas;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;2;2;Asalariado;Asalariado;1;515;0;0;0;0;1;0;NA;NA;6/2/2013;NA;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;0.888888888888889;80;0.833333333333333;150;0.703703703703704;190;0.638888888888889;230
578;2013;3. Plan 12   ;60;120;120;150;Florida;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;2;3;Cuenta propia;Asalariado;1;83;0;0;0;1;1;0;NA;4/3/2013;4/3/2013;NA;NA;0;0;Interior;No trabaja;3;2;3;Montevideo Publica;0.666666666666667;60;0.666666666666667;120;0.444444444444444;120;0.416666666666667;150
579;2013;3. Plan 12   ;30;80;150;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;3;Dirección;Asalariado;1;49;0;0;0;0;1;0;NA;NA;19/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;0.333333333333333;30;0.444444444444444;80;0.555555555555556;150;0.5;180
581;2012;3. Plan 12   ;40;40;70;100;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;19;t17.19;0;0;0;2;2;Cuenta propia;Asalariado;1;188;0;0;0;1;1;0;NA;17/2/2012;17/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Interior Publica;0.444444444444444;40;0.222222222222222;40;0.259259259259259;70;0.277777777777778;100
584;2013;3. Plan 12   ;90;150;240;320;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Dirección;No trabaja;1;403;0;0;0;0;1;0;NA;NA;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;1;90;0.833333333333333;150;0.888888888888889;240;0.888888888888889;320
586;2012;3. Plan 12   ;20;30;50;50;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;2;3;Cuenta propia;Asalariado;1;64;0;0;0;1;1;0;NA;15/2/2012;15/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Publica;0.222222222222222;20;0.166666666666667;30;0.185185185185185;50;0.138888888888889;50
587;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;Está poco relacionada;No corresponde;Trabaja de 21 a 30 hrs semanales;Montevideo Privada;20;t20.22;0;0;1;2;1;Asalariado;Asalariado;1;312;0;0;0;0;1;0;NA;NA;7/3/2012;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;1;2;2;Montevideo Privada;0;0;0;0;0;0;0;0
588;2012;3. Plan 12   ;0;0;0;0;Rocha;No posee;No está relacionada;No corresponde;Trabaja de 21 a 30 hrs semanales;Interior Publica;20;t20.22;1;0;1;1;1;Sin dato;Asalariado;1;1;0;0;0;0;1;0;NA;NA;15/2/2012;NA;NA;0;0;Interior;Trabaja menos de 30 horas;1;1;1;Interior Publica;0;0;0;0;0;0;0;0
590;2012;3. Plan 12   ;0;0;0;0;Artigas;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;2;Asalariado;Asalariado;1;92;0;0;0;0;1;0;NA;NA;14/2/2012;NA;NA;0;0;Interior;No trabaja;2;1;2;Interior Publica;0;0;0;0;0;0;0;0
591;2013;3. Plan 12   ;80;170;250;300;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;3;Cuenta propia;No trabaja;1;25;0;0;0;0;1;0;NA;NA;22/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;0.888888888888889;80;0.944444444444444;170;0.925925925925926;250;0.833333333333333;300
594;2013;3. Plan 12   ;60;70;120;160;Montevideo;No posee;Está parcialmente relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;UTU Montevideo;18;t17.19;0;0;1;1;2;Asalariado;No trabaja;1;194;0;0;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;2;1;2;Montevideo Publica;0.666666666666667;60;0.388888888888889;70;0.444444444444444;120;0.444444444444444;160
599;2012;3. Plan 12   ;90;150;210;260;Colonia;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;2;2;Asalariado;Asalariado;1;344;0;0;0;0;1;1;NA;NA;8/2/2012;8/2/2012;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;1;90;0.833333333333333;150;0.777777777777778;210;0.722222222222222;260
603;2012;3. Plan 12   ;80;150;220;260;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;1;2;No trabaja;Asalariado;1;375;0;0;0;0;1;1;NA;NA;5/3/2012;5/3/2012;NA;0;0;Interior;No trabaja;2;1;2;Montevideo Privada;0.888888888888889;80;0.833333333333333;150;0.814814814814815;220;0.722222222222222;260
604;2013;3. Plan 12   ;30;50;80;90;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Sin dato;Sin dato;1;16;0;0;0;1;1;0;NA;14/2/2013;14/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.333333333333333;30;0.277777777777778;50;0.296296296296296;80;0.25;90
605;2012;3. Plan 12   ;10;10;10;20;Montevideo;No posee;No está relacionada;No corresponde;Trabaja de 31 a 40 hrs semanales;Montevideo Publica;19;t17.19;1;0;1;2;1;Cuenta propia;Cuenta propia;1;194;0;0;0;0;1;0;NA;NA;7/3/2012;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;1;2;2;Montevideo Publica;0.111111111111111;10;0.0555555555555556;10;0.037037037037037;10;0.0555555555555556;20
608;2012;3. Plan 12   ;0;0;0;0;Canelones;No posee;NA;No corresponde;Trabaja de 21 a 30 hrs semanales;Montevideo Publica;21;t20.22;0;0;1;1;1;Asalariado;Asalariado;1;65;0;0;0;0;1;0;NA;NA;9/2/2012;NA;NA;0;0;Interior;Trabaja menos de 30 horas;1;1;1;Montevideo Publica;0;0;0;0;0;0;0;0
611;2012;3. Plan 12   ;0;0;0;0;Lavalleja;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;1;0;0;3;1;Asalariado;No trabaja;1;306;1;1;0;0;1;0;NA;NA;6/3/2012;NA;6/3/2013;0;1;Interior;No trabaja;1;3;3;Interior Publica;0;0;0;0;0;0;0;0
613;2013;3. Plan 12   ;60;130;210;285;Rivera;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;17;t17.19;0;0;0;2;3;Asalariado;Asalariado;1;152;0;0;0;1;1;0;NA;14/2/2013;14/2/2013;NA;NA;0;0;Interior;No trabaja;3;2;3;Interior Publica;0.666666666666667;60;0.722222222222222;130;0.777777777777778;210;0.791666666666667;285
615;2013;3. Plan 12   ;10;30;70;90;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;2;2;Asalariado;No trabaja;1;110;0;0;0;1;1;0;NA;14/2/2013;14/2/2013;NA;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;0.111111111111111;10;0.166666666666667;30;0.259259259259259;70;0.25;90
618;2013;3. Plan 12   ;90;170;280;350;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;0;0;0;2;3;Asalariado;Asalariado;1;83;0;0;0;0;1;0;NA;NA;5/3/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Publica;1;90;0.944444444444444;170;103.703.703.703.704;280;0.972222222222222;350
620;2013;3. Plan 12   ;90;170;270;340;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;17;t17.19;0;0;0;3;3;Asalariado;No trabaja;1;43;0;0;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;1;90;0.944444444444444;170;1;270;0.944444444444444;340
624;2012;3. Plan 12   ;90;140;190;250;Maldonado;No posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Interior Publica;18;t17.19;0;0;1;1;3;Asalariado;No trabaja;1;130;0;0;0;0;1;0;NA;NA;13/2/2012;NA;NA;0;0;Interior;Trabaja menos de 30 horas;3;1;3;Interior Publica;1;90;0.777777777777778;140;0.703703703703704;190;0.694444444444444;250
630;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;0;0;0;2;1;Asalariado;Asalariado;1;79;0;1;0;0;1;0;NA;NA;4/3/2013;NA;NA;0;1;Montevideo;No trabaja;1;2;2;Montevideo Publica;0;0;0;0;0;0;0;0
644;2012;3. Plan 12   ;40;110;170;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;17;t17.19;1;0;0;3;2;Sin dato;Asalariado;1;85;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Montevideo Publica;0.444444444444444;40;0.611111111111111;110;0.62962962962963;170;0.5;180
645;2013;3. Plan 12   ;60;100;130;150;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;3;No trabaja;Asalariado;1;22;0;0;0;1;1;0;NA;13/2/2013;13/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;0.666666666666667;60;0.555555555555556;100;0.481481481481481;130;0.416666666666667;150
646;2013;3. Plan 12   ;20;20;20;20;Tacuarembó;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;17;t17.19;1;0;0;2;1;Asalariado;Asalariado;1;41;0;0;0;1;1;0;NA;20/2/2013;20/2/2013;NA;NA;0;0;Interior;No trabaja;1;2;2;Interior Privada;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
650;2012;3. Plan 12   ;90;160;250;340;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;17;t17.19;1;0;0;2;2;Cuenta propia;Asalariado;1;49;0;0;0;0;1;0;NA;NA;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;1;90;0.888888888888889;160;0.925925925925926;250;0.944444444444444;340
653;2012;3. Plan 12   ;70;120;150;200;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;1;Asalariado;Asalariado;1;33;0;0;0;1;1;0;NA;6/2/2012;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;2;2;Montevideo Privada;0.777777777777778;70;0.666666666666667;120;0.555555555555556;150;0.555555555555556;200
654;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;Está relacionada;No corresponde;Trabaja de 31 a 40 hrs semanales;Interior Privada;20;t20.22;0;0;1;2;2;Dirección;Asalariado;1;6;0;0;0;0;1;0;NA;NA;13/2/2012;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;2;2;2;Interior Privada;0;0;0;0;0;0;0;0
655;2013;3. Plan 12   ;10;10;10;10;Maldonado;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Interior Privada;19;t17.19;0;0;0;3;2;Asalariado;Asalariado;1;377;0;0;0;1;1;0;NA;15/2/2013;15/2/2013;NA;NA;0;0;Interior;No trabaja;2;3;3;Interior Privada;0.111111111111111;10;0.0555555555555556;10;0.037037037037037;10;0.0277777777777778;10
656;2012;3. Plan 12   ;90;140;170;220;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;1;2;Dirección;Dirección;1;302;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;1;90;0.777777777777778;140;0.62962962962963;170;0.611111111111111;220
658;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;3;Asalariado;No trabaja;1;381;0;0;0;0;1;0;NA;NA;4/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;0;0;0;0;0;0;0;0
659;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;NA;No corresponde;Trabaja de 31 a 40 hrs semanales;Montevideo Privada;22;t20.22;0;0;1;2;1;Asalariado;No trabaja;1;203;0;0;0;1;1;0;NA;14/2/2012;14/2/2012;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;1;2;2;Montevideo Privada;0;0;0;0;0;0;0;0
661;2013;3. Plan 12   ;0;0;0;0;Paysandú;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;18;t17.19;1;0;0;3;2;Asalariado;Asalariado;1;40;0;1;0;1;1;0;NA;5/2/2013;5/2/2013;NA;NA;0;1;Interior;No trabaja;2;3;3;Interior Privada;0;0;0;0;0;0;0;0
666;2013;3. Plan 12   ;50;60;60;80;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;2;Dirección;Asalariado;1;52;0;0;0;0;1;0;NA;NA;8/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Montevideo Privada;0.555555555555556;50;0.333333333333333;60;0.222222222222222;60;0.222222222222222;80
667;2013;3. Plan 12   ;0;25;45;80;Montevideo;No posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;UTU Montevideo;19;t17.19;0;0;1;NA;1;Sin dato;Cuenta propia;1;194;0;1;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;1;Montevideo;Trabaja menos de 30 horas;1;NA;1;Montevideo Publica;0;0;0.138888888888889;25;0.166666666666667;45;0.222222222222222;80
668;2012;3. Plan 12   ;80;130;150;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;2;Sin dato;Sin dato;1;14;0;0;0;1;1;0;NA;15/2/2012;15/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Montevideo Privada;0.888888888888889;80;0.722222222222222;130;0.555555555555556;150;0.5;180
669;2012;3. Plan 12   ;90;190;235;290;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;2;Asalariado;Asalariado;1;52;0;0;0;1;1;0;NA;8/2/2012;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;1;90;105.555.555.555.556;190;0.87037037037037;235;0.805555555555556;290
672;2013;3. Plan 12   ;0;0;0;0;Montevideo;Si posee;No corresponde;Trabajó y busca trabajo;No corresponde;Montevideo Publica;22;t20.22;1;0;0;2;3;Asalariado;Dirección;1;666;0;0;0;0;1;0;NA;NA;21/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Publica;0;0;0;0;0;0;0;0
675;2012;3. Plan 12   ;60;130;200;220;Paysandú;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;17;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;144;0;0;0;1;1;1;NA;6/2/2012;6/2/2012;6/2/2012;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.666666666666667;60;0.722222222222222;130;0.740740740740741;200;0.611111111111111;220
676;2012;3. Plan 12   ;80;150;200;270;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Cuenta propia;Cuenta propia;1;199;0;0;0;0;1;1;NA;NA;8/2/2012;8/2/2012;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.888888888888889;80;0.833333333333333;150;0.740740740740741;200;0.75;270
678;2013;3. Plan 12   ;90;160;240;330;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;3;3;Asalariado;Asalariado;1;50;0;0;0;1;1;0;NA;13/2/2013;13/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;1;90;0.888888888888889;160;0.888888888888889;240;0.916666666666667;330
681;2013;3. Plan 12   ;20;20;20;20;Río Negro;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;3;3;Asalariado;Asalariado;1;151;0;1;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;1;Interior;No trabaja;3;3;3;Interior Publica;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
687;2013;3. Plan 12   ;20;20;20;30;Salto;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;No trabaja;No trabaja;1;11;0;0;0;0;1;0;NA;NA;15/2/2013;NA;NA;0;0;Interior;No trabaja;2;2;2;Montevideo Privada;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0833333333333333;30
689;2013;3. Plan 12   ;40;70;70;80;Soriano;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;19;t17.19;1;0;0;2;2;Dirección;Asalariado;1;180;0;0;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;0.444444444444444;40;0.388888888888889;70;0.259259259259259;70;0.222222222222222;80
691;2012;3. Plan 12   ;90;180;245;320;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;3;Cuenta propia;No trabaja;1;15;0;0;0;1;1;1;NA;7/2/2012;7/2/2012;7/2/2012;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;1;90;1;180;0.907407407407407;245;0.888888888888889;320
694;2012;3. Plan 12   ;80;140;190;270;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;1;Asalariado;Asalariado;1;48;0;0;0;0;1;1;NA;NA;8/2/2012;8/2/2012;NA;0;0;Montevideo;No trabaja;1;3;3;Montevideo Privada;0.888888888888889;80;0.777777777777778;140;0.703703703703704;190;0.75;270
695;2012;3. Plan 12   ;90;120;160;190;San José;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;129;0;0;0;0;1;1;NA;NA;10/2/2012;10/2/2012;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;1;90;0.666666666666667;120;0.592592592592593;160;0.527777777777778;190
699;2012;3. Plan 12   ;0;0;20;20;Lavalleja;No posee;No está relacionada;No corresponde;Trabaja más de 40 hrs semanales;Montevideo Publica;22;t20.22;1;0;1;1;1;Asalariado;No trabaja;1;70;1;1;0;1;1;0;NA;15/2/2012;15/2/2012;NA;19/2/2013;0;1;Interior;Trabaja mas de 30 horas;1;1;1;Montevideo Publica;0;0;0;0;0.0740740740740741;20;0.0555555555555556;20
702;2012;3. Plan 12   ;70;110;130;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;3;Dirección;Dirección;1;12;0;0;0;1;1;1;NA;7/2/2012;7/2/2012;7/2/2012;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;0.777777777777778;70;0.611111111111111;110;0.481481481481481;130;0.5;180
707;2013;3. Plan 12   ;80;130;190;250;Treinta y Tres;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;Asalariado;1;188;0;0;0;0;1;1;NA;NA;15/2/2013;15/2/2013;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.888888888888889;80;0.722222222222222;130;0.703703703703704;190;0.694444444444444;250
708;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;UTU Montevideo;18;t17.19;0;0;0;2;1;Dirección;No trabaja;1;194;0;0;0;0;1;0;NA;NA;7/3/2012;NA;NA;0;0;Montevideo;No trabaja;1;2;2;Montevideo Publica;0;0;0;0;0;0;0;0
714;2012;3. Plan 12   ;0;0;0;0;Montevideo;Si posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;19;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;179;0;0;0;0;1;0;NA;NA;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Interior Publica;0;0;0;0;0;0;0;0
718;2012;3. Plan 12   ;30;40;40;40;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;1;Asalariado;Asalariado;1;205;0;0;0;1;1;0;NA;5/3/2012;5/3/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Privada;0.333333333333333;30;0.222222222222222;40;0.148148148148148;40;0.111111111111111;40
720;2013;3. Plan 12   ;80;120;180;250;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;3;No trabaja;Asalariado;1;106;0;0;0;1;1;1;NA;5/2/2013;5/2/2013;5/2/2013;NA;0;0;Montevideo;No trabaja;3;1;3;Interior Publica;0.888888888888889;80;0.666666666666667;120;0.666666666666667;180;0.694444444444444;250
723;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;1;0;0;NA;1;Sin dato;No trabaja;1;68;0;0;0;0;1;0;NA;NA;5/2/2013;NA;NA;0;0;Montevideo;No trabaja;1;NA;1;Montevideo Publica;0;0;0;0;0;0;0;0
728;2013;3. Plan 12   ;60;120;180;220;Canelones;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;1;0;0;2;3;Asalariado;Asalariado;1;305;0;0;0;0;1;0;NA;NA;4/2/2013;NA;NA;0;0;Interior;No trabaja;3;2;3;Interior Publica;0.666666666666667;60;0.666666666666667;120;0.666666666666667;180;0.611111111111111;220
730;2013;3. Plan 12   ;60;100;170;180;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;0;0;0;2;3;Cuenta propia;Asalariado;1;73;0;0;0;0;1;0;NA;NA;5/3/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Publica;0.666666666666667;60;0.555555555555556;100;0.62962962962963;170;0.5;180
731;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;No está relacionada;No corresponde;Trabaja más de 40 hrs semanales;Interior Publica;20;t20.22;0;0;1;2;3;Asalariado;Dirección;1;179;1;0;0;0;1;0;NA;NA;22/2/2013;NA;1/2/2014;0;1;Montevideo;Trabaja mas de 30 horas;3;2;3;Interior Publica;0;0;0;0;0;0;0;0
732;2013;3. Plan 12   ;30;40;80;80;Florida;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;2;Cuenta propia;Asalariado;1;175;0;0;0;1;1;0;NA;20/2/2013;20/2/2013;NA;NA;0;0;Interior;No trabaja;2;1;2;Interior Publica;0.333333333333333;30;0.222222222222222;40;0.296296296296296;80;0.222222222222222;80
736;2012;3. Plan 12   ;0;0;0;0;Rocha;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;UTU Interior;22;t20.22;1;0;0;3;1;Sin dato;Asalariado;1;193;0;0;0;1;1;0;NA;7/3/2012;7/3/2012;NA;NA;0;0;Interior;No trabaja;1;3;3;Interior Publica;0;0;0;0;0;0;0;0
738;2012;3. Plan 12   ;80;150;190;260;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;19;t17.19;1;0;0;3;1;Sin dato;Asalariado;1;170;0;0;0;0;1;1;NA;NA;7/2/2012;7/2/2012;NA;0;0;Montevideo;No trabaja;1;3;3;Interior Publica;0.888888888888889;80;0.833333333333333;150;0.703703703703704;190;0.722222222222222;260
739;2013;3. Plan 12   ;80;170;250;320;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;0;0;0;3;3;Asalariado;Asalariado;1;168;0;0;0;1;1;0;NA;6/3/2013;6/3/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Interior Publica;0.888888888888889;80;0.944444444444444;170;0.925925925925926;250;0.888888888888889;320
743;2012;3. Plan 12   ;50;80;100;130;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Dirección;Asalariado;1;15;0;0;0;0;1;0;NA;NA;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.555555555555556;50;0.444444444444444;80;0.37037037037037;100;0.361111111111111;130
745;2012;3. Plan 12   ;70;110;190;285;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Asalariado;Asalariado;1;204;0;0;0;1;1;1;NA;5/3/2012;5/3/2012;5/3/2012;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.777777777777778;70;0.611111111111111;110;0.703703703703704;190;0.791666666666667;285
749;2012;3. Plan 12   ;20;20;20;20;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;3;Asalariado;No trabaja;1;46;0;0;0;0;1;0;NA;NA;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
